fund_symbol,inception_date,fund_net_annual_expense_ratio,fund_yield,fund_return_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,rating,risk_rating,return_rating,investment_type,size_type,median_market_cap,net_asset_value,fund_return_ytd
TIXHX,2015-12-03,0.4,2.2,3.64,94.66,4.75,0.45,1.78,-0.78,1.15,0.31,3.0,4.0,3.0,Blend,Medium,0.0,276560000.0,1.68
TIXRX,2006-03-30,0.58,2.01,3.45,94.12,4.76,0.41,1.62,-0.96,1.15,0.29,2.0,4.0,2.0,Blend,Medium,0.0,276560000.0,1.52
TIYRX,2006-03-30,0.64,5.12,3.03,2.83,9.7,0.19,2.98,0.22,0.48,0.29,3.0,3.0,3.0,Value,Small,270.83,3890000000.0,-3.01
TJNIX,2005-11-14,0.9,0.0,16.03,80.44,14.8,0.97,13.22,1.61,1.09,1.34,3.0,4.0,4.0,Growth,Large,148560.98,186040000.0,18.26
TLAFX,2000-09-10,0.76,1.36,7.81,98.98,17.96,0.42,6.22,-2.4,1.0,0.76,3.0,3.0,3.0,Blend,Large,142335.16,166570000.0,0.78
TLARX,2017-03-09,1.01,1.13,7.57,98.94,17.99,0.41,5.97,-2.63,1.0,0.74,3.0,3.0,3.0,Blend,Large,142335.16,166570000.0,0.58
TLATX,2017-03-09,0.51,1.62,8.1,98.96,17.95,0.44,6.51,-2.12,1.0,0.78,3.0,3.0,3.0,Blend,Large,142335.16,166570000.0,0.99
TLCIX,2014-07-08,0.69,1.08,6.67,96.53,17.3,0.37,5.34,-3.08,0.95,0.66,2.0,2.0,2.0,Value,Large,102446.07,289580000.0,-1.53
TLCYX,2014-07-08,0.79,0.99,6.55,96.46,17.28,0.36,5.22,-3.18,0.95,0.65,2.0,2.0,2.0,Value,Large,102446.07,289580000.0,-1.61
TLDAX,2013-12-29,0.5,1.88,2.62,26.38,2.08,0.49,3.24,-0.06,0.32,0.22,2.0,3.0,2.0,Value,Medium,0.0,38930000.0,2.78
TLDIX,2013-12-29,0.3,2.08,2.82,26.3,2.06,0.59,3.92,0.15,0.32,0.23,3.0,3.0,3.0,Value,Medium,0.0,38930000.0,2.95
TLEIX,2011-02-28,0.87,0.89,2.09,88.01,20.3,0.13,0.43,3.08,1.17,0.35,4.0,3.0,4.0,Growth,Large,56720.44,43850000.0,0.73
TLESX,2011-02-28,0.94,0.84,2.02,88.0,20.31,0.12,0.37,3.02,1.17,0.34,4.0,3.0,4.0,Growth,Large,56720.44,43850000.0,0.73
TLEVX,2012-02-29,1.27,0.55,1.67,88.01,20.28,0.1,0.07,2.66,1.17,0.31,4.0,3.0,4.0,Growth,Large,56720.44,43850000.0,0.41
TLFAX,2015-12-03,0.18,2.11,5.97,98.6,8.25,0.55,5.64,1.23,0.78,0.51,5.0,3.0,5.0,Blend,Large,73152.0,1060000000.0,3.63
TLFIX,2009-09-29,0.1,2.16,6.02,98.59,8.21,0.56,5.72,1.29,0.78,0.52,5.0,3.0,5.0,Blend,Large,73152.0,1060000000.0,3.75
TLFPX,2009-09-29,0.25,2.02,5.88,98.58,8.24,0.54,5.52,1.14,0.78,0.51,4.0,3.0,4.0,Blend,Large,73152.0,1060000000.0,3.65
TLFRX,2007-11-29,0.7,1.4,5.59,98.17,16.92,0.31,2.51,-1.54,1.59,0.57,4.0,5.0,4.0,Blend,Large,59189.96,2550000000.0,0.77
TLGAX,2000-10-04,1.61,0.0,7.53,94.23,18.91,0.4,5.78,-2.76,1.03,0.75,1.0,3.0,1.0,Growth,Large,27663.95,99680000.0,4.92
TLGCX,2004-02-02,2.36,0.0,6.72,94.21,18.85,0.36,5.01,-3.48,1.02,0.69,1.0,2.0,1.0,Growth,Large,27663.95,99680000.0,4.29
TLGRX,2009-09-29,0.35,1.93,5.76,98.55,8.24,0.53,5.37,1.03,0.78,0.5,4.0,3.0,4.0,Blend,Large,73152.0,1060000000.0,3.54
TLGUX,1991-11-17,0.48,0.95,9.34,99.36,18.53,0.49,7.5,-1.2,1.03,0.89,3.0,4.0,3.0,Blend,Large,104646.87,1710000000.0,1.94
TLGYX,2016-08-14,0.79,0.0,16.08,91.78,18.97,0.8,14.23,5.04,1.02,1.4,3.0,3.0,3.0,Growth,Large,245676.11,239890000.0,18.13
TLHHX,2015-12-03,0.2,2.04,6.49,99.24,11.86,0.46,4.38,0.61,1.12,0.58,5.0,3.0,5.0,Blend,Large,73153.11,4650000000.0,2.44
TLHIX,2009-09-29,0.1,2.1,6.59,99.25,11.83,0.46,4.47,0.7,1.12,0.59,5.0,3.0,5.0,Blend,Large,73153.11,4650000000.0,2.54
TLHPX,2009-09-29,0.25,1.98,6.42,99.23,11.85,0.45,4.32,0.54,1.12,0.58,4.0,3.0,4.0,Blend,Large,73153.11,4650000000.0,2.4
TLHRX,2009-09-29,0.35,1.89,6.31,99.22,11.83,0.44,4.22,0.44,1.12,0.57,4.0,3.0,4.0,Blend,Large,73153.11,4650000000.0,2.31
TLIHX,2015-12-03,0.22,1.91,5.82,97.69,7.3,0.59,6.17,1.41,0.69,0.49,5.0,2.0,4.0,Blend,Large,73168.51,551280000.0,3.97
TLIIX,2007-11-29,0.32,0.89,16.11,95.77,19.33,0.79,13.69,4.71,1.06,1.4,4.0,3.0,3.0,Growth,Large,239821.8,1600000000.0,17.47
TLIPX,2009-09-29,0.25,1.89,5.73,97.61,7.29,0.58,6.05,1.33,0.68,0.49,4.0,2.0,4.0,Blend,Large,73168.51,551280000.0,3.96
TLIRX,2007-11-29,0.62,1.89,4.96,96.77,8.1,0.44,4.46,0.35,0.76,0.43,4.0,2.0,4.0,Blend,Large,55795.25,551160000.0,3.31
TLISX,2016-12-08,1.14,3.26,-5.54,92.64,20.57,-0.25,-5.85,-4.54,1.22,-0.29,3.0,4.0,3.0,Blend,Medium,1868.41,982060000.0,-11.31
TLLHX,2015-12-03,0.2,2.06,6.77,98.69,15.96,0.39,3.44,-0.21,1.5,0.65,5.0,3.0,5.0,Blend,Large,73139.25,2550000000.0,0.72
TLLIX,2009-09-29,0.1,2.12,6.86,98.7,15.95,0.4,3.51,-0.12,1.5,0.66,5.0,3.0,5.0,Blend,Large,73139.25,2550000000.0,0.81
TLLPX,2009-09-29,0.25,2.01,6.69,98.7,15.94,0.39,3.39,-0.28,1.5,0.65,5.0,3.0,5.0,Blend,Large,73139.25,2550000000.0,0.63
TLLRX,2009-09-29,0.35,1.92,6.6,98.68,15.96,0.38,3.33,-0.37,1.5,0.64,4.0,3.0,4.0,Blend,Large,73139.25,2550000000.0,0.59
TLMAX,2013-12-29,0.7,0.99,1.07,73.14,1.02,-0.5,-2.36,-1.05,0.22,0.09,1.0,2.0,1.0,Value,Medium,0.0,158210000.0,0.73
TLMHX,2015-12-03,0.21,2.06,6.72,98.75,15.76,0.39,3.46,-0.2,1.49,0.65,5.0,3.0,5.0,Blend,Large,73136.17,3170000000.0,0.81
TLMIX,2013-12-29,0.5,1.19,1.25,75.13,1.04,-0.32,-1.51,-0.89,0.22,0.1,2.0,2.0,2.0,Value,Medium,0.0,158210000.0,0.81
TLMPX,2009-09-29,0.25,2.0,6.69,98.74,15.76,0.39,3.44,-0.23,1.49,0.64,5.0,3.0,5.0,Blend,Large,73136.17,3170000000.0,0.77
TLMRX,2009-09-29,0.35,1.92,6.57,98.74,15.75,0.38,3.35,-0.35,1.48,0.63,5.0,3.0,5.0,Blend,Large,73136.17,3170000000.0,0.64
TLORX,2017-05-04,1.01,2.21,-0.27,93.23,18.39,-0.01,-1.87,-10.02,0.99,0.12,2.0,3.0,2.0,Value,Large,57238.22,329710000.0,-15.27
TLOTX,2017-05-04,0.51,2.75,0.23,93.04,18.35,0.02,-1.37,-9.5,0.99,0.16,3.0,3.0,3.0,Value,Large,57238.22,329710000.0,-14.92
TLPRX,2009-09-29,0.25,1.99,6.67,98.87,14.56,0.41,3.7,0.04,1.37,0.63,5.0,3.0,5.0,Blend,Large,73152.43,4420000000.0,1.28
TLQHX,2015-12-03,0.2,2.03,6.3,99.24,10.49,0.48,4.75,0.83,0.99,0.56,5.0,3.0,5.0,Blend,Large,73153.24,4280000000.0,2.9
TLQIX,2009-09-29,0.1,2.09,6.41,99.2,10.48,0.5,4.87,0.94,0.99,0.56,5.0,3.0,5.0,Blend,Large,73153.24,4280000000.0,3.05
TLQRX,2009-09-29,0.35,1.88,6.12,99.2,10.48,0.47,4.58,0.67,0.99,0.54,4.0,3.0,4.0,Blend,Large,73153.24,4280000000.0,2.81
TLRAX,2001-08-15,0.94,2.28,4.69,70.47,3.75,0.82,3.33,-0.12,0.93,0.39,3.0,2.0,3.0,Value,Medium,3801.88,9800000000.0,6.3
TLRBX,2001-08-02,1.51,1.74,4.13,70.42,3.73,0.68,2.74,-0.64,0.93,0.34,2.0,2.0,2.0,Value,Medium,3801.88,9800000000.0,5.91
TLRCX,2001-08-01,1.49,1.78,4.17,70.13,3.73,0.69,2.79,-0.6,0.93,0.35,2.0,2.0,2.0,Value,Medium,3801.88,9800000000.0,5.85
TLRHX,2015-12-03,0.47,2.04,5.15,96.84,8.05,0.47,4.73,0.54,0.75,0.45,4.0,2.0,4.0,Blend,Large,55795.25,551160000.0,3.43
TLRIX,2007-11-29,0.37,2.12,5.22,96.82,8.12,0.47,4.78,0.59,0.76,0.45,4.0,2.0,4.0,Blend,Large,55795.25,551160000.0,3.5
TLRRX,2007-11-29,0.62,1.89,4.96,96.78,8.11,0.44,4.45,0.34,0.76,0.43,4.0,2.0,4.0,Blend,Large,55795.25,551160000.0,3.31
TLSHX,2015-12-03,0.57,1.49,5.04,97.15,8.72,0.43,4.22,0.22,0.82,0.44,4.0,3.0,4.0,Blend,Large,59651.03,315690000.0,3.64
TLSPX,2011-12-08,0.62,1.45,4.99,97.11,8.73,0.42,4.16,0.17,0.82,0.44,4.0,3.0,4.0,Blend,Large,59651.03,315690000.0,3.6
TLTHX,2015-12-03,0.18,2.11,5.83,97.86,7.44,0.59,6.07,1.37,0.7,0.5,5.0,3.0,5.0,Blend,Large,73150.2,610790000.0,3.93
TLTIX,2009-09-29,0.1,2.13,5.85,97.83,7.43,0.59,6.11,1.4,0.7,0.5,5.0,3.0,5.0,Blend,Large,73150.2,610790000.0,4.0
TLTPX,2009-09-29,0.25,2.0,5.68,97.81,7.44,0.57,5.85,1.23,0.7,0.48,4.0,3.0,4.0,Blend,Large,73150.2,610790000.0,3.82
TLTRX,2009-09-29,0.35,1.92,5.6,97.87,7.4,0.56,5.78,1.17,0.7,0.48,4.0,3.0,4.0,Blend,Large,73150.2,610790000.0,3.78
TLVAX,1999-07-13,1.56,0.42,5.59,92.72,17.87,0.31,4.15,-4.11,0.96,0.59,4.0,1.0,3.0,Blend,Medium,17872.97,182080000.0,-2.08
TLVCX,2004-02-02,2.31,0.0,4.8,92.65,17.88,0.26,3.33,-4.86,0.96,0.53,4.0,1.0,3.0,Blend,Medium,17872.97,182080000.0,-2.73
TLVIX,1999-10-28,0.54,2.13,1.4,94.05,19.42,0.09,-0.18,-8.77,1.05,0.27,3.0,4.0,3.0,Value,Large,78725.81,1060000000.0,-12.9
TLVOX,2017-02-27,0.95,1.22,4.48,81.47,12.87,0.28,4.05,3.96,0.71,0.44,3.0,1.0,3.0,Value,Large,52638.59,28460000.0,-6.31
TLVPX,2009-09-29,0.25,1.97,6.24,99.23,10.5,0.48,4.69,0.77,0.99,0.55,5.0,3.0,4.0,Blend,Large,73153.24,4280000000.0,2.91
TLWCX,2015-08-06,0.64,0.93,10.21,99.08,18.0,0.54,8.59,-0.21,1.0,0.95,4.0,3.0,4.0,Blend,Large,81916.96,439940000.0,4.5
TLWHX,2015-12-03,0.21,2.07,6.09,98.96,9.16,0.52,5.2,1.04,0.87,0.53,5.0,3.0,5.0,Blend,Large,73152.79,2950000000.0,3.36
TLWIX,2009-09-29,0.1,2.11,6.2,99.01,9.13,0.53,5.34,1.16,0.86,0.54,5.0,3.0,5.0,Blend,Large,73152.79,2950000000.0,3.41
TLWPX,2009-09-29,0.25,1.99,6.04,98.96,9.14,0.52,5.16,1.01,0.86,0.52,4.0,3.0,4.0,Blend,Large,73152.79,2950000000.0,3.31
TLWRX,2009-09-29,0.35,1.89,5.93,98.97,9.14,0.5,5.03,0.9,0.86,0.52,4.0,3.0,4.0,Blend,Large,73152.79,2950000000.0,3.27
TLXHX,2015-12-03,0.53,1.61,5.8,98.04,17.31,0.32,2.59,-1.42,1.63,0.6,3.0,5.0,3.0,Blend,Large,59189.96,251090000.0,0.81
TLXIX,2009-09-29,0.1,2.12,6.86,98.75,15.76,0.4,3.55,-0.08,1.49,0.66,5.0,3.0,5.0,Blend,Large,73136.17,3170000000.0,0.9
TLXNX,2014-09-25,0.45,1.61,5.85,98.02,17.28,0.32,2.63,-1.37,1.62,0.6,3.0,5.0,4.0,Blend,Large,59189.96,251090000.0,0.81
TLXPX,2014-09-25,0.6,1.5,5.71,98.05,17.27,0.32,2.54,-1.5,1.62,0.59,3.0,5.0,4.0,Blend,Large,59189.96,251090000.0,0.73
TLXRX,2014-09-25,0.7,1.43,5.59,98.0,17.24,0.31,2.47,-1.61,1.62,0.58,3.0,5.0,3.0,Blend,Large,59189.96,251090000.0,0.65
TLYHX,2015-12-03,0.2,2.06,6.66,99.12,13.19,0.44,4.07,0.39,1.25,0.61,5.0,3.0,5.0,Blend,Large,73152.87,4320000000.0,1.89
TLYIX,2009-09-29,0.1,2.11,6.74,99.12,13.2,0.44,4.13,0.46,1.25,0.62,5.0,2.0,5.0,Blend,Large,73152.87,4320000000.0,1.98
TLYPX,2009-09-29,0.25,1.99,6.58,99.16,13.2,0.43,4.0,0.31,1.25,0.6,5.0,2.0,4.0,Blend,Large,73152.87,4320000000.0,1.85
TLYRX,2009-09-29,0.35,1.9,6.46,99.13,13.19,0.42,3.91,0.21,1.25,0.6,4.0,2.0,4.0,Blend,Large,73152.87,4320000000.0,1.76
TLZHX,2015-12-03,0.19,2.05,6.74,98.86,14.57,0.41,3.75,0.11,1.38,0.63,5.0,3.0,5.0,Blend,Large,73152.43,4420000000.0,1.37
TLZIX,2009-09-29,0.1,2.11,6.81,98.88,14.55,0.42,3.8,0.18,1.37,0.64,5.0,3.0,5.0,Blend,Large,73152.43,4420000000.0,1.41
TLZRX,2009-09-29,0.35,1.9,6.57,98.9,14.57,0.4,3.62,-0.06,1.38,0.62,5.0,3.0,5.0,Blend,Large,73152.43,4420000000.0,1.24
TMAAX,2005-06-29,1.11,1.09,5.77,98.33,13.35,0.37,3.33,-0.47,1.26,0.54,4.0,2.0,4.0,Blend,Large,41439.59,3160000000.0,1.4
TMACX,2015-08-30,1.94,5.06,2.09,3.19,10.64,0.1,0.9,-0.84,0.56,0.22,3.0,5.0,4.0,Value,Small,2401.03,86100000.0,-2.89
TMAFX,2005-06-29,0.91,1.27,6.02,98.31,13.34,0.39,3.53,-0.23,1.26,0.56,4.0,2.0,4.0,Blend,Large,41439.59,3160000000.0,1.59
TMAIX,2005-06-29,0.81,1.44,5.84,98.85,10.49,0.44,4.29,0.4,0.99,0.52,3.0,2.0,3.0,Blend,Large,47769.22,2860000000.0,2.78
TMAPX,2007-05-13,1.21,0.6,10.51,89.9,17.93,0.56,9.38,0.61,0.95,0.97,5.0,2.0,5.0,Blend,Medium,12080.1,3920000000.0,-2.5
TMARX,2015-08-30,1.19,5.66,2.85,3.15,10.69,0.17,2.24,-0.1,0.56,0.28,4.0,5.0,4.0,Value,Small,2401.03,86100000.0,-2.33
TMAYX,2015-08-30,0.94,5.85,3.09,3.1,10.66,0.19,2.7,0.16,0.56,0.3,4.0,5.0,4.0,Value,Small,2401.03,86100000.0,-2.12
TMBFX,2000-09-10,0.65,2.04,4.56,87.76,3.94,0.76,2.74,-0.76,1.09,0.38,2.0,5.0,2.0,Blend,Medium,0.0,1870000000.0,5.79
TMBRX,2017-03-23,0.91,1.76,4.31,88.29,3.9,0.7,2.52,-0.99,1.08,0.36,2.0,4.0,2.0,Blend,Medium,0.0,1870000000.0,5.61
TMBTX,2000-09-10,0.42,2.27,4.81,88.12,3.96,0.82,2.94,-0.55,1.1,0.4,4.0,4.0,4.0,Blend,Medium,0.0,1870000000.0,6.0
TMCAX,1994-05-31,1.07,0.0,8.58,87.45,21.6,0.42,6.19,-2.22,1.13,0.88,2.0,3.0,2.0,Growth,Medium,4451.98,93290000.0,-1.48
TMCIX,1994-05-31,0.82,0.0,8.88,87.59,21.55,0.43,6.46,-1.94,1.13,0.91,2.0,3.0,2.0,Growth,Medium,4451.98,93290000.0,-1.2
TMCJX,2007-05-13,1.96,0.0,9.68,89.93,17.93,0.52,8.51,-0.15,0.95,0.91,5.0,2.0,5.0,Blend,Medium,12080.1,3920000000.0,-3.12
TMCLX,2013-04-29,2.35,6.03,-9.48,69.95,27.97,-0.26,-8.04,-14.5,1.38,-0.48,4.0,1.0,4.0,Value,Medium,11993.86,156980000.0,-25.81
TMCPX,2003-01-01,0.96,0.74,10.79,89.95,17.94,0.58,9.66,0.86,0.95,0.99,5.0,2.0,5.0,Blend,Medium,12080.1,3920000000.0,-2.29
TMCTX,2006-04-23,1.21,0.66,10.51,89.92,17.94,0.56,9.38,0.61,0.95,0.97,5.0,2.0,5.0,Blend,Medium,12080.1,3920000000.0,-2.49
TMDIX,2005-03-03,0.98,0.0,15.44,85.51,19.15,0.76,13.96,4.81,0.99,1.35,3.0,2.0,3.0,Growth,Medium,17460.04,1790000000.0,12.4
TMDPX,2005-03-03,1.18,0.0,15.21,85.42,19.1,0.76,13.78,4.63,0.99,1.34,3.0,2.0,3.0,Growth,Medium,17460.04,1790000000.0,12.15
TMFCX,2009-09-29,1.97,0.0,-1.68,87.64,20.7,-0.05,-3.01,-11.88,1.08,0.04,3.0,2.0,3.0,Value,Medium,9364.14,700290000.0,-11.93
TMFGX,2010-10-31,1.1,0.0,11.96,78.26,21.01,0.57,9.96,1.61,1.04,1.13,3.0,3.0,3.0,Growth,Medium,11596.56,279070000.0,14.38
TMFSX,1997-08-18,2.1,1.05,-10.7,77.88,21.8,-0.47,-10.85,-16.15,1.13,-0.72,2.0,2.0,1.0,Value,Medium,7262.56,275580000.0,-28.32
TMGIX,2009-11-29,0.88,2.05,4.21,98.16,13.56,0.26,2.06,-2.01,1.28,0.42,3.0,4.0,3.0,Blend,Large,43414.92,1730000000.0,1.98
TMIFX,2001-11-06,0.95,0.0,10.52,86.1,21.48,0.5,8.0,-0.37,1.12,1.03,2.0,3.0,2.0,Growth,Medium,12170.82,466250000.0,11.24
TMIRX,2017-03-09,1.35,0.0,10.2,86.13,21.47,0.49,7.71,-0.66,1.12,1.0,2.0,3.0,2.0,Growth,Medium,12170.82,466250000.0,10.88
TMITX,2013-10-30,0.85,0.0,10.75,86.06,21.49,0.51,8.2,-0.16,1.12,1.04,2.0,3.0,2.0,Growth,Medium,12170.82,466250000.0,11.44
TMLAX,2013-04-29,1.6,6.94,-8.73,69.77,27.98,-0.23,-7.5,-13.67,1.38,-0.41,5.0,1.0,5.0,Value,Medium,11993.86,156980000.0,-25.18
TMLCX,1998-03-04,0.89,1.11,6.61,98.7,17.69,0.36,5.11,-3.39,0.98,0.66,2.0,3.0,2.0,Blend,Large,80757.82,3630000000.0,-3.87
TMLDX,2017-02-27,1.14,4.53,2.42,5.6,10.23,0.13,1.16,-1.11,0.72,0.24,2.0,5.0,2.0,Value,Medium,16481.97,31560000.0,-1.9
TMLPX,2013-04-29,1.3,7.3,-8.5,69.99,28.11,-0.22,-7.29,-13.44,1.38,-0.39,5.0,2.0,5.0,Value,Medium,11993.86,156980000.0,-25.16
TMMAX,2007-12-19,1.0,1.53,4.46,90.62,14.47,0.27,3.74,-3.82,0.77,0.45,5.0,1.0,5.0,Value,Large,58822.02,897820000.0,-8.76
TMMIX,2009-11-29,0.84,2.33,4.34,96.71,10.13,0.31,2.91,-0.88,0.95,0.4,4.0,4.0,4.0,Blend,Large,42822.26,1230000000.0,3.33
TMPIX,2012-01-26,0.89,0.79,10.87,89.95,17.94,0.58,9.75,0.93,0.95,1.0,5.0,2.0,5.0,Blend,Medium,12080.1,3920000000.0,-2.24
TMUIX,2009-11-29,1.1,1.33,2.96,91.51,17.51,0.16,1.33,3.33,1.03,0.37,3.0,3.0,3.0,Blend,Large,59680.34,84710000.0,-3.52
TMVAX,2004-04-18,1.32,0.98,-4.71,72.21,22.65,-0.16,-5.85,-14.39,1.08,-0.18,4.0,2.0,4.0,Value,Small,472.34,97440000.0,-16.91
TMVIX,2013-07-31,1.31,0.68,5.84,92.68,17.86,0.32,4.42,-3.86,0.96,0.61,4.0,1.0,4.0,Blend,Medium,17872.97,182080000.0,-1.89
TNAAX,2007-01-30,1.12,4.85,2.19,83.93,8.08,0.11,0.86,-2.1,0.7,0.21,1.0,1.0,1.0,Blend,Large,27517.34,56490000.0,-2.54
TNACX,2007-01-30,1.87,4.13,1.46,84.24,8.09,0.02,-0.18,-2.83,0.7,0.15,1.0,1.0,1.0,Blend,Large,27517.34,56490000.0,-3.06
TNAFX,2012-09-23,0.87,5.05,2.46,84.02,8.1,0.15,1.24,-1.84,0.7,0.23,1.0,1.0,1.0,Blend,Large,27517.34,56490000.0,-2.29
TNAIX,2007-01-30,0.87,5.05,2.46,83.78,8.09,0.15,1.24,-1.84,0.7,0.23,1.0,1.0,1.0,Blend,Large,27517.34,56490000.0,-2.29
TNARX,2007-01-30,1.37,4.63,1.95,83.81,8.1,0.08,0.52,-2.34,0.7,0.19,1.0,1.0,1.0,Blend,Large,27517.34,56490000.0,-2.68
TNAYX,2008-10-02,0.87,5.07,2.47,83.98,8.13,0.15,1.25,-1.84,0.71,0.23,1.0,1.0,1.0,Blend,Large,27517.34,56490000.0,-2.3
TNBAX,2014-11-11,1.1,0.97,6.3,86.68,14.57,0.38,5.65,5.98,0.83,0.6,4.0,1.0,3.0,Blend,Large,84255.45,50040000.0,-2.14
TNBCX,2014-11-11,1.1,1.2,6.57,86.62,14.57,0.4,5.98,6.23,0.83,0.62,4.0,2.0,3.0,Blend,Large,84255.45,50040000.0,-1.92
TNBIX,2014-11-11,0.85,1.2,6.58,86.51,14.55,0.4,6.0,6.24,0.83,0.62,4.0,1.0,3.0,Blend,Large,84255.45,50040000.0,-1.89
TNBMX,2017-09-11,0.51,1.6,5.22,37.31,3.94,0.92,5.11,1.16,0.71,0.43,4.0,3.0,4.0,Growth,Medium,0.0,5730000000.0,3.96
TNBRX,2014-11-11,1.35,0.74,6.05,86.68,14.56,0.37,5.35,5.73,0.83,0.58,3.0,1.0,3.0,Blend,Large,84255.45,50040000.0,-2.31
TNDAX,2007-01-30,1.18,6.29,2.45,83.61,9.44,0.14,1.05,-2.23,0.82,0.24,1.0,1.0,1.0,Blend,Large,27736.83,38960000.0,-2.69
TNDCX,2007-01-30,1.93,5.65,1.7,83.72,9.41,0.06,0.14,-2.95,0.82,0.18,1.0,1.0,1.0,Blend,Large,27736.83,38960000.0,-3.27
TNDFX,2012-09-23,0.93,6.5,2.73,83.99,9.48,0.16,1.38,-1.98,0.82,0.26,2.0,1.0,1.0,Blend,Large,27736.83,38960000.0,-2.42
TNDIX,2007-01-30,0.93,6.5,2.73,83.56,9.4,0.17,1.4,-1.94,0.82,0.26,2.0,1.0,1.0,Blend,Large,27736.83,38960000.0,-2.42
TNDRX,2007-01-30,1.43,6.1,2.2,83.98,9.5,0.11,0.75,-2.49,0.83,0.22,1.0,1.0,1.0,Blend,Large,27736.83,38960000.0,-2.85
TNDYX,2008-10-02,0.93,6.51,2.69,83.84,9.49,0.16,1.34,-2.01,0.82,0.26,2.0,1.0,1.0,Blend,Large,27736.83,38960000.0,-2.55
TNEAX,2007-01-30,1.23,7.25,2.82,84.23,10.73,0.17,1.32,-2.23,0.94,0.28,2.0,1.0,1.0,Blend,Large,27917.46,27630000.0,-2.62
TNECX,2007-01-30,1.98,6.66,2.0,83.73,10.69,0.09,0.44,-3.01,0.93,0.21,1.0,1.0,1.0,Blend,Large,27917.46,27630000.0,-3.36
TNEFX,2012-09-23,0.98,7.43,3.05,83.54,10.7,0.19,1.57,-1.99,0.93,0.3,2.0,1.0,1.0,Blend,Large,27917.46,27630000.0,-2.47
TNEIX,2007-01-30,0.98,7.45,3.01,83.62,10.63,0.18,1.54,-2.01,0.92,0.29,2.0,1.0,1.0,Blend,Large,27917.46,27630000.0,-2.6
TNERX,2007-01-30,1.48,7.07,2.49,83.52,10.66,0.14,0.98,-2.52,0.92,0.25,2.0,1.0,1.0,Blend,Large,27917.46,27630000.0,-3.04
TNEYX,2008-10-02,0.98,7.46,3.01,83.88,10.76,0.18,1.52,-2.05,0.94,0.3,2.0,1.0,1.0,Blend,Large,27917.46,27630000.0,-2.61
TNHAX,2014-11-11,1.0,5.09,4.14,3.79,7.6,0.36,5.8,1.27,0.44,0.36,4.0,2.0,4.0,Value,Small,0.0,44890000.0,2.43
TNHCX,2014-11-11,1.0,5.34,4.41,3.71,7.62,0.4,6.48,1.54,0.44,0.39,4.0,2.0,4.0,Value,Small,0.0,44890000.0,2.58
TNHIX,2014-11-11,0.75,5.34,4.38,3.83,7.62,0.39,6.31,1.49,0.44,0.38,5.0,2.0,4.0,Value,Small,0.0,44890000.0,2.6
TNHRX,2014-11-11,1.25,4.85,3.87,4.0,7.57,0.33,5.09,0.98,0.45,0.34,4.0,2.0,3.0,Value,Small,0.0,44890000.0,2.17
TNIBX,2017-09-11,0.64,1.47,5.05,37.99,3.96,0.87,4.82,0.97,0.72,0.42,4.0,3.0,4.0,Growth,Medium,0.0,5730000000.0,3.85
TNIIX,2017-02-26,0.65,2.08,4.42,96.54,8.76,0.36,3.47,-0.37,0.82,0.39,2.0,3.0,2.0,Blend,Large,33819.42,12170000.0,-1.1
TNJIX,2017-02-26,0.65,2.01,4.51,97.3,10.11,0.33,3.09,-0.71,0.95,0.41,2.0,3.0,2.0,Blend,Large,34026.89,20450000.0,-2.09
TNKIX,2017-02-26,0.65,1.81,4.34,97.42,11.27,0.29,2.61,-1.22,1.05,0.41,2.0,2.0,2.0,Blend,Large,33237.46,5680000.0,-3.4
TNLIX,2017-02-26,0.65,1.91,4.34,97.61,11.91,0.28,2.47,-1.4,1.12,0.41,2.0,1.0,1.0,Blend,Large,33514.43,9530000.0,-3.84
TNMAX,2015-07-05,1.69,1.99,0.13,87.52,7.48,-0.16,-2.19,-4.02,0.66,0.03,3.0,3.0,3.0,Blend,Medium,15574.96,14470000.0,-3.38
TNMIX,2015-07-05,1.44,2.24,0.38,87.62,7.48,-0.12,-1.82,-3.78,0.66,0.06,3.0,3.0,3.0,Blend,Medium,15574.96,14470000.0,-3.21
TNMRX,2015-07-05,1.94,1.74,-0.14,87.82,7.49,-0.19,-2.58,-4.29,0.67,0.01,3.0,3.0,3.0,Blend,Medium,15574.96,14470000.0,-3.6
TNNIX,2017-02-26,0.65,1.79,4.74,97.71,12.38,0.31,2.72,-1.16,1.16,0.45,3.0,1.0,2.0,Blend,Large,34185.05,4180000.0,-3.55
TNOIX,2017-02-26,0.65,1.89,4.56,97.65,13.13,0.29,2.42,-1.53,1.23,0.44,3.0,1.0,2.0,Blend,Large,34738.32,6630000.0,-4.46
TNQIX,2017-02-26,0.65,1.93,4.15,97.22,14.88,0.24,1.84,-2.36,1.39,0.43,2.0,1.0,2.0,Blend,Large,34829.94,3880000.0,-6.71
TNSAX,2016-08-14,1.24,0.0,6.52,82.4,20.43,0.33,4.32,7.34,1.14,0.7,3.0,5.0,3.0,Growth,Large,64579.94,94840000.0,12.66
TNSCX,2016-08-14,1.99,0.0,5.71,82.42,20.42,0.3,3.61,6.56,1.14,0.64,3.0,5.0,3.0,Growth,Large,64579.94,94840000.0,11.93
