fund_symbol,inception_date,fund_net_annual_expense_ratio,fund_yield,fund_return_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,rating,risk_rating,return_rating,investment_type,size_type,median_market_cap,net_asset_value,fund_return_ytd
MISIX,2007-08-16,0.96,2.03,1.63,90.69,20.51,0.11,0.04,2.7,1.2,0.31,5.0,4.0,5.0,Growth,Medium,3457.3,2180000000.0,-1.69
MISMX,2013-04-29,1.2,0.6,6.49,67.27,19.7,0.34,4.92,7.1,1.0,0.69,2.0,3.0,2.0,Growth,Medium,2430.5,165520000.0,17.88
MISNX,2011-12-28,0.94,3.01,-0.21,94.01,13.22,-0.07,-2.28,-0.57,0.79,0.06,3.0,1.0,3.0,Value,Large,27726.13,638280000.0,-10.59
MISSX,1992-08-05,0.82,2.53,3.28,98.08,3.98,0.44,1.72,-0.74,0.98,0.28,3.0,3.0,3.0,Blend,Medium,0.0,104750000.0,1.88
MISTX,2001-07-10,0.8,1.66,1.83,59.02,1.05,0.24,1.06,-0.56,0.24,0.15,2.0,2.0,2.0,Value,Large,0.0,226600000.0,2.41
MITBX,1993-09-06,1.46,0.2,8.01,98.11,17.41,0.44,6.65,-1.96,0.96,0.77,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-1.22
MITCX,1996-06-30,1.46,0.23,8.0,98.14,17.41,0.44,6.64,-1.97,0.96,0.77,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-1.23
MITDX,2005-03-31,0.46,0.97,9.08,98.12,17.42,0.5,7.76,-0.97,0.97,0.85,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-0.41
MITEX,2013-04-29,1.05,0.0,17.94,60.42,21.17,0.81,16.11,17.66,1.02,1.57,5.0,5.0,5.0,Growth,Large,36607.15,1170000000.0,47.61
MITFX,1994-01-31,0.54,2.6,2.99,92.55,4.14,0.35,1.41,-1.05,0.99,0.25,3.0,3.0,3.0,Blend,Medium,0.0,1860000000.0,1.56
MITGX,2005-03-31,1.46,0.51,7.99,98.11,17.4,0.44,6.63,-1.97,0.96,0.77,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-1.25
MITHX,2005-03-31,0.71,0.75,8.81,98.13,17.41,0.48,7.48,-1.22,0.96,0.83,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-0.61
MITIX,1997-01-01,0.46,1.02,9.09,98.13,17.41,0.5,7.78,-0.95,0.97,0.85,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-0.4
MITJX,2012-05-31,0.38,1.09,9.18,98.13,17.42,0.5,7.86,-0.87,0.97,0.86,3.0,2.0,3.0,Blend,Large,129389.76,5720000000.0,-0.32
MITTX,1924-07-14,0.71,0.77,8.83,98.14,17.4,0.48,7.51,-1.19,0.96,0.83,3.0,3.0,3.0,Blend,Large,129389.76,5720000000.0,-0.63
MITYX,2010-12-30,1.3,1.62,2.19,52.99,15.02,0.11,0.56,-10.17,0.91,0.27,1.0,2.0,1.0,Blend,Small,1043.28,6170000.0,0.93
MIVAX,2016-03-31,0.59,2.99,3.75,96.08,4.33,0.51,2.04,-0.46,1.06,0.32,5.0,4.0,5.0,Blend,Medium,0.0,362350000.0,2.22
MIXAX,2004-01-01,0.74,1.59,3.17,54.53,4.53,0.36,1.6,-1.74,0.99,0.27,4.0,5.0,4.0,Value,Medium,0.0,79960000.0,2.11
MIXIX,1991-01-01,0.4,1.85,3.46,54.07,4.54,0.43,1.9,-1.45,0.99,0.29,4.0,5.0,5.0,Value,Medium,0.0,79960000.0,2.44
MIXNX,2008-02-27,0.92,1.36,2.93,54.63,4.57,0.31,1.34,-2.01,1.0,0.25,4.0,5.0,4.0,Value,Medium,0.0,79960000.0,1.99
MIZAX,2014-10-13,1.02,2.3,1.85,77.59,7.48,0.07,0.24,-5.12,0.97,0.18,1.0,5.0,1.0,Blend,Large,27381.27,1390000.0,9.54
MIZCX,2014-10-13,1.77,1.5,1.12,77.75,7.48,-0.03,-0.51,-5.84,0.97,0.12,1.0,5.0,1.0,Blend,Large,27381.27,1390000.0,8.86
MIZFX,2014-10-13,0.77,2.58,2.12,77.21,7.45,0.1,0.52,-4.82,0.96,0.2,1.0,5.0,1.0,Blend,Large,27381.27,1390000.0,9.64
MIZIX,2014-03-31,0.89,1.02,0.23,90.4,16.91,0.0,-1.37,0.5,0.99,0.14,1.0,3.0,1.0,Blend,Large,49303.54,176610000.0,-4.01
MIZRX,2014-10-13,1.27,2.04,1.61,77.81,7.48,0.04,-0.01,-5.36,0.97,0.16,1.0,5.0,1.0,Blend,Large,27381.27,1390000.0,9.31
MIZSX,2014-10-13,0.77,2.58,2.12,77.49,7.49,0.1,0.52,-4.86,0.97,0.2,1.0,5.0,1.0,Blend,Large,27381.27,1390000.0,9.64
MIZYX,2014-10-13,0.77,2.58,2.15,77.2,7.48,0.11,0.56,-4.8,0.96,0.2,1.0,5.0,1.0,Blend,Large,27381.27,1390000.0,9.76
MJFOX,1998-12-30,0.93,0.46,5.37,57.67,16.2,0.31,4.98,5.32,0.76,0.55,4.0,4.0,4.0,Growth,Large,19877.36,1460000000.0,11.85
MJRFX,2018-01-24,0.81,1.63,2.01,88.11,20.98,0.13,0.38,-8.29,1.1,0.35,4.0,3.0,4.0,Value,Medium,13635.46,296680000.0,-12.15
MKCMX,2018-01-24,0.52,2.12,2.55,74.25,5.24,0.21,0.86,-1.76,1.13,0.22,4.0,5.0,4.0,Value,Medium,0.0,3110000000.0,-1.55
MKCPX,2018-01-25,0.48,1.51,7.99,96.45,12.16,0.56,5.65,1.99,1.13,0.7,5.0,4.0,5.0,Blend,Large,126275.25,1450000000.0,4.38
MKDCX,2018-01-24,0.83,1.87,6.81,86.92,19.06,0.36,4.77,7.31,1.09,0.7,4.0,3.0,4.0,Blend,Large,41453.32,1680000000.0,3.54
MKDVX,2016-03-27,0.59,2.24,2.14,93.41,16.74,0.12,0.61,-7.05,0.9,0.29,3.0,2.0,3.0,Value,Large,68447.38,15940000000.0,-13.35
MKEFX,2018-01-24,1.06,0.59,-0.79,90.85,18.71,-0.03,-2.17,-0.13,1.1,0.08,3.0,4.0,3.0,Growth,Large,43276.14,99680000.0,-3.19
MKGCX,2018-01-24,0.66,1.94,4.81,93.09,17.81,0.26,3.05,5.18,1.06,0.52,3.0,4.0,3.0,Blend,Large,84748.74,368260000.0,-0.74
MKHCX,1986-04-30,1.8,5.02,2.82,5.3,8.45,0.18,2.13,-0.42,0.58,0.26,3.0,3.0,3.0,Value,Small,0.0,11920000000.0,-0.67
MKIEX,1994-05-25,1.05,2.63,-6.98,96.41,17.4,-0.42,-8.15,-6.8,1.05,-0.47,1.0,4.0,1.0,Value,Large,31943.57,86620000.0,-17.19
MKILX,2018-01-25,0.6,1.21,3.19,93.14,19.95,0.18,1.35,4.1,1.18,0.43,4.0,5.0,5.0,Blend,Large,36730.53,708910000.0,0.96
MKINX,2008-02-27,0.77,2.61,4.36,96.54,4.45,0.63,2.54,0.05,1.09,0.37,4.0,3.0,4.0,Blend,Medium,0.0,7540000000.0,3.07
MKLOX,2016-06-07,0.73,0.59,5.64,96.81,11.06,0.41,3.91,0.07,1.04,0.51,5.0,2.0,5.0,Blend,Large,106710.21,22380000000.0,6.33
MKLTX,2018-01-24,1.4,4.47,-10.48,55.06,32.29,-0.21,-8.2,-6.17,1.47,-0.44,3.0,2.0,3.0,Blend,Large,11702.57,87690000.0,-39.03
MKMTX,2018-01-24,0.65,2.55,1.98,70.02,6.58,0.09,0.28,-2.86,1.38,0.18,3.0,5.0,4.0,Blend,Medium,0.0,8050000000.0,-3.24
MKNAX,2013-12-18,1.5,0.0,-7.87,17.57,5.2,-1.86,14.27,-7.33,-0.67,-0.67,1.0,3.0,1.0,Value,Medium,0.0,5580000.0,-7.6
MKNCX,2013-12-18,2.25,0.0,-8.58,17.61,5.13,-2.04,15.52,-8.13,-0.66,-0.73,1.0,3.0,1.0,Value,Medium,0.0,5580000.0,-7.91
MKNFX,2013-12-18,1.25,0.0,-7.68,18.84,5.14,-1.85,13.67,-7.07,-0.69,-0.65,2.0,3.0,2.0,Value,Medium,0.0,5580000.0,-7.51
MKNJX,2018-01-24,0.59,3.27,3.71,87.24,5.62,0.4,1.62,-1.07,1.31,0.32,5.0,4.0,5.0,Growth,Medium,0.0,369700000.0,1.22
MKNKX,2018-01-24,0.55,2.59,1.98,74.92,5.9,0.1,0.3,-2.65,1.28,0.18,4.0,5.0,4.0,Value,Medium,0.0,1580000000.0,-3.38
MKNRX,2013-12-18,1.75,0.0,-8.12,17.73,5.13,-1.94,14.78,-7.63,-0.66,-0.69,1.0,3.0,1.0,Value,Medium,0.0,5580000.0,-7.71
MKNSX,2013-12-18,1.25,0.0,-7.62,17.93,5.14,-1.84,13.92,-7.07,-0.67,-0.65,2.0,3.0,2.0,Value,Medium,0.0,5580000.0,-7.5
MKNYX,2013-12-18,1.25,0.0,-7.64,16.87,5.15,-1.84,14.38,-7.16,-0.65,-0.65,2.0,3.0,2.0,Value,Medium,0.0,5580000.0,-7.35
MKPYX,2018-01-24,0.71,3.35,3.0,92.04,4.96,0.31,1.19,-1.48,1.19,0.26,4.0,5.0,4.0,Growth,Medium,0.0,555980000.0,1.02
MKRAX,2012-07-24,0.83,2.79,-1.89,97.02,15.48,-0.15,-3.71,-1.86,0.94,-0.06,3.0,2.0,2.0,Blend,Large,36230.0,187770000.0,-11.03
MKRFX,2014-03-31,0.73,2.84,-1.8,96.98,15.47,-0.14,-3.62,-1.78,0.94,-0.05,3.0,2.0,2.0,Blend,Large,36230.0,187770000.0,-11.01
MKRIX,2012-07-24,0.33,3.33,-1.38,97.0,15.52,-0.11,-3.16,-1.35,0.94,-0.02,3.0,2.0,3.0,Blend,Large,36230.0,187770000.0,-10.65
MKRSX,2012-07-24,0.48,2.27,-1.53,96.98,15.47,-0.12,-3.32,-1.5,0.94,-0.03,3.0,2.0,3.0,Blend,Large,36230.0,187770000.0,-10.77
MKRTX,2014-03-31,0.98,2.59,-2.05,96.91,15.5,-0.16,-3.87,-2.02,0.94,-0.07,2.0,2.0,2.0,Blend,Large,36230.0,187770000.0,-11.19
MKRYX,2012-07-24,0.58,3.07,-1.66,97.07,15.51,-0.13,-3.45,-1.62,0.94,-0.04,3.0,2.0,2.0,Blend,Large,36230.0,187770000.0,-10.93
MKRZX,2012-07-24,0.23,3.39,-1.29,97.02,15.5,-0.11,-3.06,-1.25,0.94,-0.01,3.0,2.0,3.0,Blend,Large,36230.0,187770000.0,-10.64
MKSPX,2018-01-24,0.43,1.66,8.58,98.12,18.5,0.45,6.81,-1.84,1.03,0.83,3.0,5.0,3.0,Blend,Large,87474.09,321440000.0,2.8
MKTBX,1986-04-30,1.02,2.36,4.11,96.23,4.46,0.58,2.31,-0.19,1.09,0.34,3.0,3.0,3.0,Blend,Medium,0.0,7540000000.0,2.86
MKTRX,1987-12-28,1.92,1.29,2.12,93.87,10.03,0.1,0.58,-2.93,0.92,0.22,4.0,2.0,4.0,Value,Large,67628.01,1430000000.0,-3.98
MKWIX,2015-11-12,0.59,1.74,4.68,31.25,4.8,0.65,3.87,0.38,0.8,0.39,5.0,2.0,5.0,Blend,Large,96955.31,680030000.0,5.68
MKYHX,2018-01-24,0.66,3.77,4.25,77.0,8.75,0.34,1.38,-1.86,1.92,0.38,4.0,5.0,4.0,Growth,Small,0.0,1390000000.0,-0.82
MLAAX,1995-07-02,0.99,0.0,19.4,89.64,19.15,0.94,17.53,7.95,1.02,1.64,4.0,4.0,4.0,Growth,Large,284610.09,13510000000.0,20.7
MLABX,2005-03-31,1.85,0.0,18.37,89.54,19.09,0.9,16.57,7.09,1.01,1.56,3.0,4.0,3.0,Growth,Large,284610.09,13510000000.0,19.91
MLACX,2005-03-31,1.85,0.0,18.4,89.8,19.14,0.9,16.54,7.09,1.02,1.57,3.0,4.0,3.0,Growth,Large,284610.09,13510000000.0,19.97
MLAIX,2005-03-31,0.74,0.0,19.7,89.76,19.18,0.95,17.78,8.18,1.02,1.66,4.0,4.0,4.0,Growth,Large,284610.09,13510000000.0,20.99
MLALX,2016-03-31,0.65,2.57,3.62,97.38,4.18,0.5,1.98,-0.51,1.03,0.3,4.0,4.0,4.0,Blend,Medium,0.0,87250000.0,1.84
MLCIX,2008-01-30,0.54,0.62,13.68,95.72,18.39,0.7,12.0,2.93,1.01,1.21,3.0,3.0,3.0,Growth,Large,137542.09,419480000.0,12.37
MLCPX,2014-03-30,2.45,15.1,-21.09,60.38,41.31,-0.39,-12.0,-26.08,1.89,-1.22,2.0,3.0,1.0,Value,Medium,8167.19,658520000.0,-42.95
MLDAX,2007-09-27,0.55,1.94,2.73,16.16,3.19,0.37,3.0,-0.14,0.38,0.23,4.0,4.0,4.0,Value,Medium,0.0,405940000.0,2.45
MLFAX,2005-09-28,0.84,1.75,5.58,98.9,15.32,0.33,2.77,-1.17,1.44,0.55,4.0,3.0,4.0,Blend,Large,35408.64,468150000.0,-1.54
MLFBX,2005-09-28,1.59,0.97,4.8,98.9,15.29,0.28,2.22,-1.91,1.44,0.49,2.0,3.0,3.0,Blend,Large,35408.64,468150000.0,-2.2
MLFCX,2005-09-28,1.59,1.0,4.81,98.92,15.32,0.28,2.23,-1.91,1.45,0.49,2.0,3.0,3.0,Blend,Large,35408.64,468150000.0,-2.17
MLFEX,2005-09-28,1.59,0.99,4.79,98.91,15.3,0.28,2.22,-1.92,1.44,0.49,2.0,3.0,3.0,Blend,Large,35408.64,468150000.0,-2.15
MLFGX,2005-09-28,1.09,1.37,5.31,98.96,15.31,0.31,2.58,-1.42,1.44,0.53,3.0,3.0,3.0,Blend,Large,35408.64,468150000.0,-1.72
MLFHX,2005-09-28,0.84,1.74,5.59,98.93,15.32,0.33,2.76,-1.17,1.45,0.55,4.0,3.0,4.0,Blend,Large,35408.64,468150000.0,-1.54
MLFIX,2005-09-28,0.59,1.92,5.84,98.98,15.3,0.34,2.95,-0.92,1.44,0.57,4.0,3.0,4.0,Blend,Large,35408.64,468150000.0,-1.35
MLFJX,2005-09-28,0.59,1.93,5.84,98.93,15.32,0.34,2.94,-0.93,1.44,0.57,4.0,3.0,4.0,Blend,Large,35408.64,468150000.0,-1.35
MLFKX,2016-08-28,0.45,2.06,6.0,98.9,15.32,0.35,3.05,-0.78,1.45,0.58,3.0,4.0,4.0,Blend,Large,35408.64,468150000.0,-1.23
MLGRX,2006-04-27,1.34,0.0,19.0,89.84,19.14,0.92,17.12,7.6,1.02,1.61,3.0,4.0,3.0,Growth,Large,284610.09,13510000000.0,20.45
MLIIX,2011-12-14,1.32,4.3,-7.02,94.9,16.62,-0.45,-8.65,-6.98,1.0,-0.49,3.0,2.0,3.0,Value,Large,30299.73,93570000.0,-19.51
MLIMX,2011-12-14,1.07,4.68,-6.77,94.83,16.62,-0.43,-8.41,-6.72,1.0,-0.47,3.0,2.0,3.0,Value,Large,30299.73,93570000.0,-19.38
MLINX,2008-02-27,1.1,0.0,19.24,89.61,19.12,0.94,17.39,7.82,1.02,1.62,3.0,4.0,4.0,Growth,Large,284610.09,13510000000.0,20.58
MLLAX,2005-09-28,0.77,2.24,5.08,92.29,6.61,0.54,5.79,1.01,0.6,0.43,3.0,3.0,3.0,Blend,Large,38699.07,638840000.0,3.76
MLLBX,2005-09-28,1.52,1.51,4.29,92.51,6.61,0.43,4.48,0.26,0.6,0.37,2.0,3.0,2.0,Blend,Large,38699.07,638840000.0,3.12
MLLCX,2005-09-28,1.52,1.51,4.3,92.61,6.6,0.43,4.49,0.26,0.6,0.37,2.0,3.0,2.0,Blend,Large,38699.07,638840000.0,3.12
MLLEX,2005-09-28,1.52,1.51,4.29,92.73,6.6,0.43,4.48,0.25,0.6,0.37,2.0,3.0,2.0,Blend,Large,38699.07,638840000.0,3.11
MLLGX,2005-09-28,1.02,2.0,4.81,92.73,6.59,0.51,5.36,0.76,0.6,0.41,3.0,3.0,3.0,Blend,Large,38699.07,638840000.0,3.54
MLLHX,2005-09-28,0.77,2.24,5.08,92.46,6.62,0.54,5.77,1.01,0.6,0.43,3.0,3.0,3.0,Blend,Large,38699.07,638840000.0,3.76
MLLIX,2005-09-28,0.52,2.48,5.31,92.72,6.6,0.58,6.17,1.23,0.6,0.45,4.0,3.0,4.0,Blend,Large,38699.07,638840000.0,3.89
MLLJX,2005-09-28,0.52,2.48,5.31,92.35,6.62,0.58,6.16,1.23,0.6,0.45,4.0,3.0,4.0,Blend,Large,38699.07,638840000.0,3.97
MLLKX,2016-08-28,0.42,2.56,5.42,92.5,6.59,0.59,6.36,1.34,0.6,0.46,5.0,3.0,5.0,Blend,Large,38699.07,638840000.0,4.04
MLLQX,2015-01-07,0.82,2.2,5.03,92.52,6.61,0.54,5.7,0.96,0.6,0.43,3.0,3.0,3.0,Blend,Large,38699.07,638840000.0,3.66
MLLRX,2015-01-07,1.57,1.47,4.28,92.49,6.61,0.43,4.47,0.25,0.6,0.37,2.0,3.0,2.0,Blend,Large,38699.07,638840000.0,3.11
MLLSX,2015-01-07,1.57,1.46,4.25,92.52,6.61,0.42,4.4,0.21,0.6,0.37,2.0,3.0,2.0,Blend,Large,38699.07,638840000.0,3.11
MLMAX,2016-05-26,1.35,0.43,6.04,87.72,19.21,0.32,4.02,6.64,1.11,0.64,3.0,4.0,3.0,Growth,Large,129339.8,11080000.0,6.53
MLMCX,2016-05-26,2.1,0.0,5.27,87.88,19.18,0.28,3.33,5.9,1.11,0.58,3.0,4.0,3.0,Growth,Large,129339.8,11080000.0,5.86
MLMIX,2016-05-26,1.0,0.72,6.43,87.67,19.23,0.34,4.37,7.01,1.11,0.67,3.0,4.0,3.0,Growth,Large,129339.8,11080000.0,6.82
MLMRX,2003-10-30,0.85,2.11,2.82,25.63,2.82,0.44,2.91,-0.21,0.42,0.24,2.0,3.0,2.0,Value,Medium,0.0,2290000000.0,3.29
MLMSX,2016-05-26,0.95,0.75,6.47,87.65,19.2,0.34,4.41,7.04,1.11,0.68,3.0,4.0,3.0,Growth,Large,129339.8,11080000.0,6.9
MLNAX,2016-05-26,1.35,0.75,8.38,86.16,18.58,0.44,6.4,8.69,1.06,0.82,4.0,4.0,4.0,Growth,Large,139297.5,25550000.0,9.42
MLNCX,2016-05-26,2.1,0.09,7.54,86.1,18.59,0.4,5.6,7.91,1.06,0.75,4.0,4.0,4.0,Growth,Large,139297.5,25550000.0,8.66
MLNIX,2016-05-26,1.0,1.02,8.74,86.0,18.61,0.46,6.73,9.03,1.06,0.84,4.0,4.0,4.0,Growth,Large,139297.5,25550000.0,9.67
MLNSX,2016-05-26,0.95,1.06,8.78,86.12,18.58,0.46,6.78,9.06,1.06,0.85,4.0,4.0,4.0,Growth,Large,139297.5,25550000.0,9.74
MLOAX,2013-12-19,1.25,8.18,-15.26,65.72,36.24,-0.3,-9.74,-20.01,1.73,-0.78,3.0,3.0,3.0,Value,Medium,9879.0,82560000.0,-39.13
MLOCX,2013-12-19,1.9,7.34,-15.79,65.78,36.2,-0.32,-10.05,-20.62,1.73,-0.83,3.0,3.0,3.0,Value,Medium,9879.0,82560000.0,-39.38
MLOIX,2013-12-19,0.9,8.7,-14.93,65.73,36.22,-0.29,-9.56,-19.63,1.73,-0.75,3.0,3.0,4.0,Value,Medium,9879.0,82560000.0,-38.83
MLORX,2014-09-30,1.4,7.83,-15.4,65.77,36.16,-0.31,-9.84,-20.19,1.73,-0.8,3.0,3.0,3.0,Value,Medium,9879.0,82560000.0,-39.16
MLOZX,2013-12-19,0.9,8.7,-14.94,65.67,36.24,-0.29,-9.56,-19.62,1.73,-0.75,3.0,3.0,4.0,Value,Medium,9879.0,82560000.0,-38.83
MLPAX,2010-03-30,1.59,18.43,-17.99,57.03,43.11,-0.26,-10.21,-21.39,1.92,-0.82,3.0,4.0,3.0,Value,Medium,7205.99,517790000.0,-41.77
MLPCX,2015-03-30,3.0,7.69,-10.79,43.67,18.08,-0.63,-11.77,-20.14,1.05,-0.81,1.0,3.0,1.0,Value,Medium,12882.67,6860000.0,-6.07
MLPDX,2010-03-30,1.39,23.9,-15.17,58.31,51.74,-0.09,-7.2,-16.66,2.33,-0.24,2.0,5.0,3.0,Value,Small,2304.86,1500000000.0,-39.41
MLPEX,2011-07-13,1.89,19.54,-17.31,60.06,43.76,-0.23,-9.46,-20.39,2.0,-0.7,2.0,4.0,3.0,Value,Small,2561.13,1470000000.0,-41.49
MLPFX,2010-03-30,1.14,17.76,-16.68,60.16,43.86,-0.21,-9.12,-19.65,2.0,-0.63,3.0,5.0,3.0,Value,Small,2561.13,1470000000.0,-41.05
MLPGX,2011-08-24,2.34,20.37,-18.64,57.1,42.92,-0.28,-10.6,-22.22,1.91,-0.89,2.0,4.0,2.0,Value,Medium,7205.99,517790000.0,-42.22
MLPIX,2001-09-03,1.78,0.49,-2.69,84.55,24.1,-0.05,-3.45,-13.62,1.24,0.02,2.0,4.0,2.0,Value,Small,3996.57,5150000.0,-17.83
MLPMX,2012-05-21,3.92,36.96,-26.95,56.0,58.43,-0.23,-11.08,-26.9,2.57,-0.99,1.0,5.0,1.0,Value,Medium,7235.0,67240000.0,-57.12
MLPNX,2011-12-29,2.93,31.98,-26.28,55.99,58.22,-0.22,-10.86,-26.09,2.56,-0.92,1.0,5.0,1.0,Value,Medium,7235.0,67240000.0,-56.76
MLPOX,2010-03-30,1.34,17.67,-17.85,56.97,43.03,-0.26,-10.17,-21.23,1.91,-0.8,3.0,4.0,3.0,Value,Medium,7205.99,517790000.0,-41.74
MLPPX,2010-09-08,0.94,10.6,-9.23,66.74,30.02,-0.22,-7.49,-14.0,1.44,-0.41,4.0,2.0,4.0,Value,Medium,10865.03,43100000.0,-25.65
MLPRX,2011-06-09,2.14,26.99,-15.76,58.21,51.55,-0.1,-7.49,-17.35,2.32,-0.31,1.0,5.0,3.0,Value,Small,2304.86,1500000000.0,-39.75
MLPSX,2001-09-03,2.78,0.0,-3.65,84.53,24.08,-0.09,-4.23,-14.6,1.24,-0.06,2.0,4.0,2.0,Value,Small,3996.57,5150000.0,-18.5
MLPTX,2010-03-30,0.89,16.99,-16.52,60.17,43.91,-0.2,-9.03,-19.44,2.0,-0.62,3.0,5.0,4.0,Value,Small,2561.13,1470000000.0,-41.13
MLPZX,2010-03-30,1.14,22.79,-14.97,58.43,51.5,-0.08,-7.14,-16.48,2.32,-0.23,2.0,5.0,3.0,Value,Small,2304.86,1500000000.0,-39.29
MLRKX,2018-01-25,0.43,1.6,9.41,99.06,18.28,0.5,7.67,-1.05,1.02,0.89,3.0,4.0,3.0,Blend,Large,118658.61,2670000000.0,3.36
MLRRX,2005-03-31,0.84,0.0,19.57,89.78,19.17,0.95,17.66,8.08,1.02,1.65,4.0,4.0,4.0,Growth,Large,284610.09,13510000000.0,20.92
MLRSX,2013-06-16,0.64,0.06,19.8,89.78,19.18,0.96,17.88,8.26,1.02,1.67,4.0,3.0,4.0,Growth,Large,284610.09,13510000000.0,21.0
MLRTX,2005-03-31,1.09,0.0,19.28,89.72,19.1,0.94,17.44,7.85,1.01,1.63,3.0,4.0,4.0,Growth,Large,284610.09,13510000000.0,20.64
MLSAX,2001-10-30,1.25,0.04,12.88,96.56,17.1,0.7,12.0,2.68,0.94,1.13,1.0,1.0,1.0,Growth,Large,136090.06,13900000.0,5.76
MLSCX,1997-12-30,1.9,0.26,12.1,96.18,16.82,0.67,11.38,2.1,0.92,1.07,1.0,1.0,1.0,Growth,Large,136090.06,13900000.0,5.14
MLTAX,2005-09-28,0.82,1.92,5.76,98.75,11.95,0.4,3.7,-0.1,1.13,0.53,4.0,3.0,4.0,Blend,Large,38574.3,662350000.0,0.81
MLTBX,2005-09-28,1.57,1.11,4.97,98.81,11.9,0.34,3.02,-0.83,1.12,0.46,3.0,3.0,3.0,Blend,Large,38574.3,662350000.0,0.19
MLTCX,2005-09-28,1.57,1.16,4.97,98.77,11.9,0.34,3.02,-0.83,1.12,0.46,3.0,3.0,3.0,Blend,Large,38574.3,662350000.0,0.19
MLTEX,2005-09-28,1.57,1.32,4.99,98.74,11.92,0.34,3.03,-0.82,1.12,0.47,3.0,3.0,3.0,Blend,Large,38574.3,662350000.0,0.25
MLTGX,2005-09-28,1.07,1.58,5.51,98.79,11.92,0.38,3.49,-0.32,1.12,0.51,3.0,3.0,3.0,Blend,Large,38574.3,662350000.0,0.63
MLTHX,2005-09-28,0.82,1.91,5.76,98.76,11.94,0.4,3.71,-0.09,1.13,0.53,4.0,3.0,4.0,Blend,Large,38574.3,662350000.0,0.88
MLTIX,2005-09-28,0.57,2.12,6.03,98.79,11.9,0.42,3.96,0.17,1.12,0.55,4.0,3.0,4.0,Blend,Large,38574.3,662350000.0,1.06
MLTJX,2005-09-28,0.57,2.12,6.02,98.7,11.92,0.42,3.95,0.17,1.12,0.55,4.0,3.0,4.0,Blend,Large,38574.3,662350000.0,1.06
MLTKX,2016-08-28,0.43,2.24,6.18,98.76,11.94,0.43,4.08,0.3,1.13,0.56,4.0,3.0,4.0,Blend,Large,38574.3,662350000.0,1.18
MLUAX,2006-08-28,1.36,1.54,-0.01,89.61,19.42,0.02,-1.56,-9.9,1.03,0.16,4.0,2.0,3.0,Value,Medium,14798.83,103660000.0,-13.8
MLUFX,2014-03-31,1.26,1.57,0.11,89.63,19.46,0.02,-1.43,-9.79,1.03,0.17,4.0,2.0,3.0,Value,Medium,14798.83,103660000.0,-13.67
MLULX,2006-08-28,1.11,1.68,0.25,89.56,19.48,0.03,-1.29,-9.65,1.03,0.18,4.0,2.0,4.0,Value,Medium,14798.83,103660000.0,-13.61
MLUNX,2006-08-28,1.51,1.38,-0.15,89.53,19.47,0.01,-1.69,-10.05,1.03,0.15,4.0,2.0,3.0,Value,Medium,14798.83,103660000.0,-13.91
MLUSX,2006-08-28,0.91,1.92,0.45,89.69,19.47,0.04,-1.11,-9.46,1.03,0.2,4.0,2.0,4.0,Value,Medium,14798.83,103660000.0,-13.43
MLUYX,2006-08-28,1.01,1.79,0.35,89.58,19.47,0.04,-1.2,-9.55,1.03,0.19,4.0,2.0,4.0,Value,Medium,14798.83,103660000.0,-13.51
MLUZX,2011-12-06,0.81,2.05,0.55,89.64,19.45,0.05,-1.0,-9.35,1.03,0.21,4.0,2.0,4.0,Value,Medium,14798.83,103660000.0,-13.42
MLVAX,2013-12-04,0.89,1.02,8.45,89.93,14.9,0.52,8.68,-0.19,0.79,0.77,3.0,1.0,3.0,Blend,Large,83691.06,685010000.0,-1.05
MLVBX,2013-12-04,1.64,0.25,7.61,89.84,14.89,0.46,7.63,-0.96,0.79,0.71,3.0,1.0,2.0,Blend,Large,83691.06,685010000.0,-1.74
MLVEX,2012-09-27,0.65,1.89,6.16,83.76,13.73,0.39,6.51,-1.63,0.7,0.58,4.0,1.0,4.0,Value,Large,47334.96,243450000.0,-8.85
MLVGX,2013-12-04,1.64,0.3,7.63,89.85,14.9,0.46,7.64,-0.95,0.79,0.71,3.0,1.0,2.0,Blend,Large,83691.06,685010000.0,-1.66
MLVHX,2013-12-04,0.64,1.25,8.71,89.76,14.9,0.53,9.02,0.06,0.79,0.79,3.0,1.0,3.0,Blend,Large,83691.06,685010000.0,-0.91
MLVIX,2008-01-30,0.54,2.06,-0.26,93.1,18.91,0.0,-1.81,-10.2,1.02,0.13,3.0,3.0,3.0,Value,Large,33257.95,245970000.0,-11.73
MLVKX,2018-01-25,0.49,3.33,1.98,95.17,17.97,0.11,0.41,-7.74,0.98,0.3,3.0,4.0,3.0,Value,Large,55032.62,480850000.0,-11.88
